Ticker,Name,Sub_Industry_Orig,Sub_Industry,Industry,Industry_Group,Sector,Market_Cap
MMS,"Maximus, Inc.",Specialty Business Services,Semiconductor Materials & Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,3.81B
MMSI,"Merit Medical Systems, Inc.",Medical Instruments & Supplies,Health Care Supplies,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,5.35B
MMYT,MakeMyTrip Limited,Travel Services,"Hotels, Resorts & Cruise Lines","Hotels, Restaurants & Leisure",Consumer Services,Consumer Discretionary,11.19B
MNDO,MIND C.T.I. Ltd,Software - Application,Application Software,Software,Software & Services,Information Technology,33.81M
MNDR,Mobile-health Network Solutions,Health Information Services,Health Care Services,Health Care Providers & Services,Health Care Equipment & Services,Health Care,6.34M
MNDY,monday.com Ltd.,Software - Application,Application Software,Software,Software & Services,Information Technology,12.71B
MNKD,MannKind Corporation,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,1.37B
MNMD,Mind Medicine (MindMed) Inc.,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,411.51M
MNOV,"MediciNova, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,71.12M
MNPR,Monopar Therapeutics Inc.,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,232.40M
MNR,Mach Natural Resources LP,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,"Oil, Gas & Consumable Fuels",Energy,Energy,1.56B
MNRO,"Monro, Inc.",Auto Parts,Automotive Parts & Equipment,Automobile Components,Automobiles & Components,Consumer Discretionary,412.40M
MNSB,"MainStreet Bancshares, Inc.",Banks - Regional,Regional Banks,Banks,Banks,Financials,115.95M
MNSO,MINISO Group Holding Limited,Specialty Retail,Other Specialty Retail,Specialty Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,4.80B
MNST,Monster Beverage Corporation,Beverages - Non-Alcoholic,Soft Drinks & Non-alcoholic Beverages,Beverages,"Food, Beverage & Tobacco",Consumer Staples,56.44B
MNTK,"Montauk Renewables, Inc.",Utilities - Diversified,Multi-Utilities,Multi-Utilities,Utilities,Utilities,296.38M
MNTS,Momentus Inc.,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense,Capital Goods,Industrials,8.55M
MNY,MoneyHero Limited,Internet Content & Information,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,30.33M
MO,"Altria Group, Inc.",Tobacco,Tobacco,Tobacco,"Food, Beverage & Tobacco",Consumer Staples,96.81B
MOB,Mobilicom Limited,Communication Equipment,Communications Equipment,Communications Equipment,Technology Hardware & Equipment,Information Technology,11.09M
MOBX,"Mobix Labs, Inc.",Semiconductors,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,30.67M
MOD,Modine Manufacturing Company,Auto Parts,Automotive Parts & Equipment,Automobile Components,Automobiles & Components,Consumer Discretionary,3.97B
MODD,"Modular Medical, Inc.",Medical Devices,Health Care Facilities,Health Care Providers & Services,Health Care Equipment & Services,Health Care,35.05M
MODG,Topgolf Callaway Brands Corp.,Leisure,Leisure Facilities,"Hotels, Restaurants & Leisure",Consumer Services,Consumer Discretionary,1.13B
MODV,ModivCare Inc.,Medical Care Facilities,Marine Transportation,Marine Transportation,Transportation,Industrials,16.06M
MOFG,"MidWestOne Financial Group, Inc.",Banks - Regional,Regional Banks,Banks,Banks,Financials,553.91M
MOG.A,Moog Inc.,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense,Capital Goods,Industrials,5.15B
MOG.B,Moog Inc.,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense,Capital Goods,Industrials,5.21B
MOGO,Mogo Inc.,Software - Infrastructure,Internet Services & Infrastructure,IT Services,Software & Services,Information Technology,20.38M
MOGU,MOGU Inc.,Internet Retail,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,17.25M
MOH,"Molina Healthcare, Inc.",Healthcare Plans,Life & Health Insurance,Insurance,Insurance,Financials,18.16B
MOLN,Molecular Partners AG,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,146.35M
MOMO,Hello Group Inc.,Internet Content & Information,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,868.05M
MORN,"Morningstar, Inc.",Financial Data & Stock Exchanges,Financial Exchanges & Data,Capital Markets,Financial Services,Financials,11.79B
MOS,The Mosaic Company,Agricultural Inputs,Agricultural Products & Services,Food Products,"Food, Beverage & Tobacco",Consumer Staples,8.54B
MOV,"Movado Group, Inc.",Luxury Goods,"Apparel, Accessories & Luxury Goods","Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,Consumer Discretionary,301.92M
MOVE,Movano Inc.,Medical Devices,Health Care Facilities,Health Care Providers & Services,Health Care Equipment & Services,Health Care,6.23M
MP,MP Materials Corp.,Other Industrial Metals & Mining,Diversified Metals & Mining,Metals & Mining,Materials,Materials,4.51B
MPAA,"Motorcar Parts of America, Inc.",Auto Parts,Automotive Parts & Equipment,Automobile Components,Automobiles & Components,Consumer Discretionary,174.69M
MPB,"Mid Penn Bancorp, Inc.",Banks - Regional,Regional Banks,Banks,Banks,Financials,490.48M
MPC,Marathon Petroleum Corporation,Oil & Gas Refining & Marketing,Oil & Gas Refining & Marketing,"Oil, Gas & Consumable Fuels",Energy,Energy,38.67B
MPLX,MPLX LP,Oil & Gas Midstream,Oil & Gas Storage & Transportation,"Oil, Gas & Consumable Fuels",Energy,Energy,51.39B
MPTI,"M-tron Industries, Inc.",Electronic Components,Electronic Components,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,Information Technology,140.61M
MPU,Mega Matrix Inc.,Entertainment,Movies & Entertainment,Entertainment,Media & Entertainment,Communication Services,36.62M
MPW,"Medical Properties Trust, Inc.",REIT - Healthcare Facilities,Health Care REITs,Health Care REITs,Equity Real Estate Investment Trusts,Real Estate,3.23B
MPWR,"Monolithic Power Systems, Inc.",Semiconductors,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,25.16B
MPX,Marine Products Corporation,Recreational Vehicles,Automobile Manufacturers,Automobiles,Automobiles & Components,Consumer Discretionary,283.54M
MQ,"Marqeta, Inc.",Software - Infrastructure,Internet Services & Infrastructure,IT Services,Software & Services,Information Technology,1.98B
MRAM,"Everspin Technologies, Inc.",Semiconductors,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,109.82M
MRBK,Meridian Corporation,Banks - Regional,Regional Banks,Banks,Banks,Financials,147.88M
MRC,MRC Global Inc.,Oil & Gas Equipment & Services,Oil & Gas Equipment & Services,Energy Equipment & Services,Energy,Energy,884.08M
MRCC,Monroe Capital Corporation,Asset Management,Asset Management & Custody Banks,Capital Markets,Financial Services,Financials,152.75M
MRCY,"Mercury Systems, Inc.",Aerospace & Defense,Aerospace & Defense,Aerospace & Defense,Capital Goods,Industrials,2.85B
MREO,Mereo BioPharma Group plc,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,338.67M
MRIN,Marin Software Incorporated,Software - Application,Application Software,Software,Software & Services,Information Technology,1.73M
MRK,"Merck & Co., Inc.",Drug Manufacturers - General,Drug Retail,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Consumer Staples,192.33B
MRKR,"Marker Therapeutics, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,11.35M
MRM,MEDIROM Healthcare Technologies Inc.,Personal Services,Specialized Consumer Services,Diversified Consumer Services,Consumer Services,Consumer Discretionary,5.85M
MRNA,"Moderna, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,9.74B
MRNO,Murano Global Investments Plc,Real Estate - Development,Real Estate Development,Real Estate Management & Development,Real Estate Management & Development,Real Estate,8.19B
MRP,"Millrose Properties, Inc.",REIT - Residential,Residential REITs,Health Care REITs,Equity Real Estate Investment Trusts,Real Estate,3.89B
MRSN,"Mersana Therapeutics, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,41.49M
MRT,"Marti Technologies, Inc.",Software - Application,Application Software,Software,Software & Services,Information Technology,175.22M
MRTN,"Marten Transport, Ltd.",Trucking,Trucking,Ground Transportation,Transportation,Industrials,1.05B
MRUS,Merus N.V.,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,2.90B
MRVI,"Maravai LifeSciences Holdings, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,440.00M
MRVL,"Marvell Technology, Inc.",Semiconductors,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,44.98B
MRX,Marex Group plc,Capital Markets,Diversified Capital Markets,Capital Markets,Financial Services,Financials,2.68B
MS,Morgan Stanley,Capital Markets,Diversified Capital Markets,Capital Markets,Financial Services,Financials,173.51B
MSA,MSA Safety Incorporated,Security & Protection Services,Security & Alarm Services,Commercial Services & Supplies,Commercial  & Professional Services,Industrials,5.59B
MSAI,"MultiSensor AI Holdings, Inc.",Software - Infrastructure,Internet Services & Infrastructure,IT Services,Software & Services,Information Technology,27.46M
MSB,Mesabi Trust,Steel,Steel,Metals & Mining,Materials,Materials,350.96M
MSBI,"Midland States Bancorp, Inc.",Banks - Regional,Regional Banks,Banks,Banks,Financials,334.24M
MSC,Studio City International Holdings Limited,Resorts & Casinos,Casinos & Gaming,"Hotels, Restaurants & Leisure",Consumer Services,Consumer Discretionary,573.91M
MSCI,MSCI Inc.,Financial Data & Stock Exchanges,Financial Exchanges & Data,Capital Markets,Financial Services,Financials,42.15B
MSDL,Morgan Stanley Direct Lending Fund,Financial Conglomerates,Diversified Financial Services,Financial Services,Financial Services,Financials,1.69B
MSEX,Middlesex Water Company,Utilities - Regulated Water,Water Utilities,Water Utilities,Utilities,Utilities,1.12B
MSFT,Microsoft Corporation,Software - Infrastructure,Internet Services & Infrastructure,IT Services,Software & Services,Information Technology,"2,762.54B"
MSGE,Madison Square Garden Entertainment Corp.,Leisure,Leisure Facilities,"Hotels, Restaurants & Leisure",Consumer Services,Consumer Discretionary,1.45B
MSGM,Motorsport Games Inc.,Electronic Gaming & Multimedia,Consumer Electronics,Household Durables,Consumer Durables & Apparel,Consumer Discretionary,3.60M
MSGS,Madison Square Garden Sports Corp.,Entertainment,Movies & Entertainment,Entertainment,Media & Entertainment,Communication Services,4.53B
MSI,"Motorola Solutions, Inc.",Communication Equipment,Communications Equipment,Communications Equipment,Technology Hardware & Equipment,Information Technology,71.58B
MSIF,"MSC Income Fund, Inc.",Asset Management,Asset Management & Custody Banks,Capital Markets,Financial Services,Financials,719.14M
MSM,"MSC Industrial Direct Co., Inc.",Industrial Distribution,Industrial Machinery & Supplies & Components,Machinery,Capital Goods,Industrials,4.22B
MSN,Emerson Radio Corp.,Consumer Electronics,Consumer Electronics,Household Durables,Consumer Durables & Apparel,Consumer Discretionary,8.42M
MSPR,"MSP Recovery, Inc.",Health Information Services,Health Care Services,Health Care Providers & Services,Health Care Equipment & Services,Health Care,16.35M
MSS,Maison Solutions Inc.,Grocery Stores,Consumer Staples Merchandise Retail,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Consumer Staples,19.79M
MSTR,MicroStrategy Incorporated,Software - Application,Application Software,Software,Software & Services,Information Technology,81.17B
MSW,Ming Shing Group Holdings Limited,Engineering & Construction,Construction & Engineering,Construction & Engineering,Capital Goods,Industrials,41.00M
MT,ArcelorMittal S.A.,Steel,Steel,Metals & Mining,Materials,Materials,20.97B
MTA,Metalla Royalty & Streaming Ltd.,Other Precious Metals & Mining,Precious Metals & Minerals,Metals & Mining,Materials,Materials,288.59M
MTAL,MAC Copper Limited,Copper,Copper,Metals & Mining,Materials,Materials,720.12M
MTB,M&T Bank Corporation,Banks - Regional,Regional Banks,Banks,Banks,Financials,25.82B
MTC,"MMTec, Inc.",Software - Application,Application Software,Software,Software & Services,Information Technology,24.43M
MTCH,"Match Group, Inc.",Internet Content & Information,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,7.17B
MTD,Mettler-Toledo International Inc.,Diagnostics & Research,Health Care Equipment,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,21.19B
MTDR,Matador Resources Company,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,"Oil, Gas & Consumable Fuels",Energy,Energy,5.03B
MTEK,Maris-Tech Ltd.,Electronic Components,Electronic Components,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,Information Technology,15.89M
MTEN,Mingteng International Corporation Inc.,Metal Fabrication,Industrial Machinery & Supplies & Components,Machinery,Capital Goods,Industrials,23.28M
MTEX,"Mannatech, Incorporated",Food Distribution,Food Distributors,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Consumer Staples,17.83M
MTG,MGIC Investment Corporation,Insurance - Specialty,Life & Health Insurance,Insurance,Insurance,Financials,5.79B
MTH,Meritage Homes Corporation,Residential Construction,Homebuilding,Household Durables,Consumer Durables & Apparel,Consumer Discretionary,4.52B
MTLS,Materialise NV,Software - Application,Application Software,Software,Software & Services,Information Technology,273.48M
MTN,"Vail Resorts, Inc.",Resorts & Casinos,Casinos & Gaming,"Hotels, Restaurants & Leisure",Consumer Services,Consumer Discretionary,5.14B
MTNB,"Matinas BioPharma Holdings, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,2.98M
MTR,Mesa Royalty Trust,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,"Oil, Gas & Consumable Fuels",Energy,Energy,9.60M
MTRN,Materion Corporation,Other Industrial Metals & Mining,Diversified Metals & Mining,Metals & Mining,Materials,Materials,1.61B
MTRX,Matrix Service Company,Engineering & Construction,Construction & Engineering,Construction & Engineering,Capital Goods,Industrials,295.67M
MTSI,"MACOM Technology Solutions Holdings, Inc.",Semiconductors,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,7.20B
MTSR,"Metsera, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,1.84B
MTUS,Metallus Inc.,Steel,Steel,Metals & Mining,Materials,Materials,537.93M
MTVA,MetaVia Inc.,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,6.36M
MTW,"The Manitowoc Company, Inc.",Farm & Heavy Construction Machinery,Agricultural & Farm Machinery,Machinery,Capital Goods,Industrials,263.69M
MTX,Minerals Technologies Inc.,Specialty Chemicals,Specialty Chemicals,Chemicals,Materials,Materials,1.79B
MTZ,"MasTec, Inc.",Engineering & Construction,Construction & Engineering,Construction & Engineering,Capital Goods,Industrials,9.14B
MU,"Micron Technology, Inc.",Semiconductors,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,77.48B
MUFG,"Mitsubishi UFJ Financial Group, Inc.",Banks - Diversified,Diversified Banks,Banks,Banks,Financials,132.33B
MULN,"Mullen Automotive, Inc.",Auto Manufacturers,Automobile Manufacturers,Automobiles,Automobiles & Components,Consumer Discretionary,3.07M
